date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,consumer_complaint_narrative,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
03/19/2015,Consumer Loan,Installment loan,Managing the loan or lease,,"We opened an account with Freedom Funiture in XXXX paid as agreed and refinanced in XXXX. We paid as agreed until we became unable to pay the full amount in XXXX. We made an agreement to pay a lesser amount per month and kept paying via allotment. Freedom got a judgement against us while I was training. I was not served with the judgement prior to court or after ... I was informed of it when my wages began to be garnished. They got the judgement in XXXX VA. XXXX # XXXX Filed XXXX. 
I did not sign a contract in VA I signed my contract in GA. They garnished my wages causing finacial distress. I was able to get that stopped through XXXX. However the judgement remains and has severely damaged our credit preventing us from buying a home and upgrading our vehicles. We have asked repeatedly to have this issue fixed based on the fact that the judgement was not served on me ever and the fact that they have caused so much financial distress and ruin. We were told we 'd have to go to VA to fix it. We have in total paid this company nearly {$25000.00} over the last 11 years. for a couch and loveseat, computer hutch, table and chairs. the furniture has not lasted however the payments and ruin continue the judgement says we still owe XXXX. We need assistance as we have tried every other step possible to fix this without aid. 
",Company believes complaint relates to a discontinued policy or procedure,"Ballybunion Enterprises, Inc",AL,368XX,Servicemember,Consent provided,Web,03/25/2015,Closed with explanation,Yes,Yes,1291160
03/19/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"I paid the debt in full in XX/XX/2008 and received a notarized letter from them stating that this debt was paid in full and that I no longer owed them any money. They contacted me a little over a year ago regarding this. I called and spoke with someone who had me fax over the paperwork that I have showing that it was paid in full. I called again to confirm that he received it and he said that he did and that everything looked to be in order. He said that if he had any other questions that he would call me back. I never heard from them again until just recently when they sent me the same paperwork again. I paid this debt off 7 years ago. 
",,"WINN LAW GROUP, APC",CA,917XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1291211
03/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"Incorrect information is being reported by the credit bureau 's. My identity was stolen. 
",Company chooses not to provide a public response,Experian,SC,290XX,,Consent provided,Web,03/23/2015,Closed with non-monetary relief,Yes,No,1291222
03/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,"This bank of america, gave all my money without letting me know to a some type of collection agency because they said that they receive a letter from a lawyer to take all my money and hold all my assests. Which they cant even tell me whom i owed with? First of all i dont owed anything that is more that {$2000.00} and second how thry can just garnish my money and gave it to the agency without letting me know and last how did they get my bank acct information? 
",Company chooses not to provide a public response,Bank of America,CA,907XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1291225
03/19/2015,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,"I have a private loan with Sallie Mae. I called them to try to get them to lower my payment or interest rate due to my income. I have XXXX children and only made a small on my taxes last year I need help with my payment or it will ruin my credit. They REFUSED to help me at all. 
I am VERY unhappy. 
",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,CA,961XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291228
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Hello, please help. To be brief, in XX/XX/XXXX I filed bankruptcy with my now ex husband and surrendered a home. BKY discharged in XX/XX/XXXX. To this date, the home has NOT yet foreclosed! After more than 7 years! This mortgage was part of that Countrywide/BOA buyout issue and the foreclosure has started and stopped many times. Currently, the case is closed, without foreclosing. The judge just this year ordered the note to go back to the mtg company, and closed the case. I have since then remarried, and have worked very hard rebuilding my credit. Even though I am not responsible for this debt anylonger due to the bankruptcy, I still can not qualify for a loan until 7 years past a foreclosed date!!! My score is over XXXX now, but due to the home not foreclosing, it has stopped me from moving on with my life, and purchsing a home with my husband. I have written nurmerous letters to the bank as well as one to the XXXX of Florida, and have been directed to you for assistance. I have seen homes foreclose within a year or so, and mine has been over 7!!! Can you please help?? The way this is going, with the case not being assigned to anyone, after being buried for years, this can continue indefinately for years and years. Please help. THIS HOME NEEDS TO FORECLOSE. Former name XXXX XXXX. I will supply documentation of surrendered home in bky pwk when contacted. Original bank was Countrywide, and BOA purchased the loan. 
",Company chooses not to provide a public response,Bank of America,FL,342XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291251
03/19/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"My letter to MCM - Midland Credit Management , Inc. : MCM - Midland Credit Management , Inc. XX/XX/XXXXTo whom it may concern, I have been receiving these types of letters since last year XX/XX/XXXX. I have also spoken to XXXX different representatives on your end in regards to this. The XXXX times that I have called XXXX representatives were unable to provide information but the following:1. The account was opened in XX/XX/XXXX ( I was only XXXX ). 
2. The account name is "" Structure ''. ( What is "" Structure ''? NOBODY can explain to me what "" Structure '' is? ). 

My thoughts, concerns and question is WHY after 11 years was this being brought to my attention in XX/XX/XXXX? Why ca n't anyone from MCM tell me what this account/credit/ '' Structure '' was for/is? 
I have XXXX DEBT under my name. I have ran my credit reports yearly and most recently back in XX/XX/XXXX and have never seen any of this? 

If MCM and nobody on the business end can provide me with any of the following information to explain to me who, what, when this account was and what it was? I wish that MCM make no more contact or communication with me and wish to please be forgiven of this mysterious "" debt '' I owe in the amount of {$990.00}. I have done all that I can do by receiving these letters, following up with MCM and I get the same run around with no answers to my questions and especially this "" debt '' going on 11 years now. 

Again I am asking you to please forgive me of the above debt. This has been a hassle for the last year on my end. Nobody can provide me with any type of paperwork, documentation, signature or what "" Structure '' is? 

Until further notice please do not contact me via mail or phone. 

I thank you kindly for your time and patience in regards to receiving and reading this letter! 
",,Encore Capital Group,MN,550XX,,Consent provided,Web,03/19/2015,Closed with non-monetary relief,Yes,No,1291271
03/19/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Wells Fargo Mortgage began foreclosure action due to non-payment that we had set up auto pay option on. Did not receive notification that auto payment option was cancelled nor did we receive information regarding foreclosure action until we attempted to make a purchase. We contacted them and asked if they could waive late fees and reinstatement fees since we were not notified. After speaking with them at length, they indicated after conducting their research they felt they were not at fault and denied any waiver of either fees. They felt that regardless of any previous discussion that they had sent written notification to us that there were no payments set up automatically, and that we should have contacted them once we received that. After advising them we did n't receive the letter they stated that we should have been monitoring our account and making sure the payments were being made and we would have known that way. Throughout a month 's worth of phone calls with multiple employees of Wells Fargo beginning on XXXX/XXXX/15, I was provided misinformation almost every time I called in. Some examples include the individuals each time had to be explained the entire story and they would explain what their records reflected on the account and none of the information was what was actually discussed. They had indicated we had never requested reinstatement letter, then that it would be mailed when we had asked for a fax ; they stated we had not received it because they were busy and to check back, and once we did they stated a second reinstatement letter had been requested ; after following up again we were told they had begun a loan modification process which was never requested ; when asking for a supervisor the call was conveniently disconnected ; each time we called the same number we received a different staff member sometimes in a different state ; every call they were asked if we could go into an office and speak with someone and were told there was none local ; after multiple requests for information sent in some other form than a fax we were told they do n't use email only XXXX. After XXXX Wells Fargo and calling a different number we were told XXXX person had been assigned to our case. This was not until XXXX/XXXX/15. After finally receiving a call from this person after leaving messages, we were told the request to waive fees would be denied and a letter would be sent XXXX, we have still not received it. We were told if the fees were not paid by XXXX that there would be additional fees incurred and they were still pursuing the foreclosure. We ended up paying the fees to get the home out of foreclosure and received a verbal answer that this has been done. When asking for written confirmation, we were advised we would receive this via email which was interesting because up until this time this was not possible. We still do n't have this letter. They had said they do not use electronic communication for security purposes. We were also advised we would receive a written account of their research and determination not to waive fees which would be sent overnight mail but have not received this either. When asked if our credit had been updated to reflect that we were current, we were told they would take care of this only after our next month mortgage payment was made which is not due until the beginning of the month. The money for our mortgage payments was being payroll deducted into a Wells Fargo checking account and was sitting there rather than being taken out for the mortgage. We do n't even bank with them normally and only opened the account for the mortgage payments. We received XXXX random letters via XXXX about attempts to contact us and update our acct. as though they are trying to cover their backs on previous attempts never made. These letters were received no problem, but those requested and promised have not as of XXXX/XXXX/15. 
",,Wells Fargo & Company,AZ,853XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1291277
03/19/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"I had a mortgage for XXXX years with XXXX XXXX XXXX My original payment started out at about {$1600.00}. The next year when the analysis was done they lowered it to {$1400.00}. They recently sold my mortgage to seneca mortgage and I have received a letter from them on XXXX XXXX 2015 stating that my mortgage will be going up to {$1900.00}. I called to inquire and was told that my escrow had a shortage and I could also pay the shortage in a one lump sum. I do n't have that kind of money. I then called XXXX who sold my mortgage to seneca and was told that who ever did my analysis made an mistake and did n't include my pmi insurance but not to worry because they paid it for me. I find that hard to believe. I want to know how the new company can charge me this money when the previous company made an error in the analysis.XXXX said they were aware of the mistake but no one took the time to call us so that we could have rectified this before it got to this stage. I had spoken to the new company and they are not willing to work out anything other than payment in full of back escrow or up my payment $ XXXX.How is it our mistake when the bank created the problem.I 'm sure if we made a mistake they would be the XXXX ones on the phone to get their money.This is like selling a car to someone and then realizing you could have gotten more and then go back to that person for the difference. 
",Company believes it acted appropriately as authorized by contract or law,Arbor Residential Mortgage LLC,FL,344XX,,Consent provided,Web,03/25/2015,Closed,Yes,Yes,1291284
03/19/2015,Payday loan,Payday loan,Can't contact lender,Can't contact lender,"I 'm receiving calls from a company who will not give me their name threatening to have my license suspended over a payday loan that I have no recollection of. They are also threatening to have warrants issued against me. Not only will they not tell me their company name, but they will not provide any documentation about the supposed loan. 
",,CNG Financial Corporation,TX,750XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291294
03/19/2015,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,"I have a contract with a guy whom has an account at PNC Bank, I 've been cashing my check here for over a year with my drivers license and pre-paid bank card. They are no longer cashing my check that 's on their back unless I have a major credit card? Or they said I can use a work Id I work for myself do n't have one, or a passport, it cost {$100.00} 's of dollars I do n't have that kind of money and lastly they said a car registration I do n't have a car. this is oppression to the poor, If I can ; t qualify for a major credit card how can I pay my bills? This should not be allowed because not everyone can qualify, if my drivers license and debit card is ok to drive and use my debit card everywhere major credit cards are accepted I do n't see how this is not an acceptable form of ID for PNC 
",,PNC Bank N.A.,OH,441XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291299
03/19/2015,Credit reporting,,Credit monitoring or identity protection,Billing dispute,"Our XXXX account and an email account were breached and charges were made to a credit card. I contacted Equifax per the credit card company to lock credit services. Equifax sold me XXXX XXXX protection service, then upgraded it to another, and then downgraded when the XXXX did not work, and then added an additional XXXX for my wife, as they could not network with XXXX to link the XXXX agencies together. I was supposed to have XXXX service covering "" the family '', tying to all XXXX credit reporting services to both my wife and my social security numbers, but they ended up charging me for XXXX, with no complete coverage. 
Equifax instructed me to call XXXX to fix the error. Once I finally found a phone number that connected to live human, XXXX said there was no issue and I should get back on the phone with Equifax and they can directly call XXXX and work out any issues. Equifax said they could not solve the problem, it was up to XXXX and I should wait two weeks for all my credit reports to arrive by mail so I could compare them. At this point, after about 4 hours on the phone with these XXXX agencies, I asked Equifax for the accounts to be cancelled and a refund since I had not ever used the service nor logged onto the accounts. Equifax cancelled the accounts, but refused to give credit even though their product did not do what they sold it to me to do, plus they sold it to me only three hours or less prior to cancellation. 
I did not use their product ever as it was not what they said it was and they could not get it to work as they said it would. Since the the product did not do as it was sold to me, I expect them to stand behind it and provide a refund - no way. They say once XXXX and I figure out what is wrong, it will work. 
Equifax uses high pressure sales to sell you a product that if it does not work, too bad, you still pay at least XXXX month 's monitoring. I agreed to the extra products as the Equifax person suggested I could have everyone on the family plan by the end of the day - not even close. It would take at least XXXX weeks minimum just to find the issue by me, and then who knows how long to get it resolved since the credit reporting agencies leave it up to me to fix. 
",,Equifax,FL,346XX,Older American,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1291311
03/19/2015,Bank account or service,Savings account,"Account opening, closing, or management",,"I am the Trustee of my sister 's estate. She passed away on XXXX. There will be no probate. She had a pour-over will so anything not titled to her trust and anything w/o a beneficiary goes into her trust. I contacted Discover Bank ( an online bank ) for the XXXX time on XXXX/XXXX/15 where my sister, XXXX XXXX XXXX, has a savings account. ( I have had XXXX other contacts, all initiated by me. ) I sent them my certified documents ( about XXXX pages in total over the last month ) stating who I was, about the trust, etc.. and asked XXXX questions : Were any beneficiaries listed on this account and if so, who? ( So I can let them know as it would be my niece and nephew. ) What was the Date of Death value ( which I must report to the IRS to account for the value of the estate )? What is the current value? They told me that once they received my papers they would answer my questions. Now they are saying they wo n't ; that they do n't "" recognize the authority of XXXX County ( WA ) Superior Court and that they want "" Probate '' papers. They refuse to recognize my authority and they also refused to bundle up all my documents and send them to their attorneys. I am at an impasse. 
",,Discover,WA,980XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1290251
03/19/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Our Mortgage was sold to Carrington Mortgage Services in XXXX of 2014. They bought it from XXXX XXXX XXXX. We have never missed a payment or been late. We have changed insurance carriers several times and this statement will become clear once I state the problem. In XXXX of 2015 we changed from XXXX XXXX to XXXX for our house insurance. XXXX XXXX sent a check for XXXX back to use. We called Carrington to ask what should be done with the money. They gave me and address in Texas to send the money to. We were instructed to explain where the money was suppose to go. I sent a check and a letter stating to put the money back in escrow. The check was cashed on the XXXX of XXXX. I also made my XXXX payment of XXXX. Now the problem is that they are saying that they never got said check. At XXXX they were saying they could not find the house payment either. Well I sent a copy of bank statement show that the check was cashed. My husband called them starting XXXX XXXX. XXXX XXXX said that he would check into it call him back. Friday the XXXX no call so my husband called back. XXXX stated that the computers were messed up. Well no call Monday so we called back and got someone named XXXX would not disclose her last name. Said she was head Supervisor. Said she would look and call. Still waiting for that call. Now they will not take our calls and have blocked us on the web site. The main issue is the XXXX plus trying to raise our payments by XXXX for more escrow money. 
",,"Carrington Mortgage Holdings, LLC.",TX,755XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1292613
03/19/2015,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"Capital One Auto Finance repossessed and subsequently sold my car while it was under my husband 's Chapter XXXX Bankruptcy. When I inquired to Capital One about regaining possession and rectifying the account I was told to call back when the bankruptcy was over. I called back. They had already sold car. My credit report showed a repossession and recovery amount owed. I was not given a chance by Capital One to regain possession of the car or take over payments. 
",,Capital One,GA,303XX,,Consent provided,Web,03/23/2015,Closed with explanation,Yes,No,1291388
03/19/2015,Credit card,,Closing/Cancelling account,,"My Complaint is in regards to my credit card with Bank of America there was a payment made in XXXX made through and Insurance company that I purchased through Bank of America in the event I had any life changes. The problem is I was just made aware that Bank of America no longer conducts business with them. As result I 'm out of the money that I paid to the insurance company. Well XXXX there was a refund sent to Bank of America on my behalf. Instead of Bank of America sending me the check they applied as a a credit which brought the balance down. No problem right. None for me as well however not only did they bring the balance down they said that is not a payment. Its a credit, I said this is something that I paid monthly and its not like I went to the store and purchased something and than returned it in that case that would be a credit. This service was to be provided for customers in the event they were unable to pay there bill. The issue is Bank of America accepted the payment and than charged me late fees .Closed the account and reported me late to the credit bureaus. I 've made a numerous of attempts to reach out to them and have yet to have this matter resolved recently my wife reached out to your office and a complaint was submitted and we received correspondence from a woman by the name of XXXX XXXX who works with XXXX department of customer care for complaints. Let me start off by saying she was absolutely rude and combative and I hope I never need to deal with her again. She sends us an email stating she wants to resolve this issue please give her a call and than we call her and she is very combative. My wife resubmits a complaint addressing the level of dissatisfaction we received only for the complaint to go back to the same person whom was the one that was being combative. The problem is Bank of America is receiving my money that I work hard for applying to the account and saying there is n't a payment that was n't made because this came from the insurance company. The insurance was again in the event I was unable to pay my bill they would pay it. Although Bank of America no longer does business with this company. The insurance company refunded the consumers some of the money and it was either sent as a check. Bank of America takes my money and than says there is not payment it is a credit. Which cant be a credit because that was a payment made for a service that was never rendered. What Bank of America is doing is stealing. They are charge me a late fee for something that was n't late. Its no different if I have a friend pay my monthly bill. You cant say your applying that payment as credit because someone else paid and that charge me late payments. That is completely unethical. 
",Company chooses not to provide a public response,Bank of America,NJ,073XX,,Consent provided,Web,03/19/2015,Closed with non-monetary relief,Yes,Yes,1292069
03/19/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,"I was behind on my loans, and I called about two months ago to get set up on a payment plan. They continue to harass and make threatening phone calls after I have made XXXX consecutive payments. I have asked them MULTIPLE times to stop calling and they always blame the issue on "" system error ''. I am at the end of my rope and I do n't know what else to do!! 
",,"Navient Solutions, Inc.",FL,331XX,,Consent provided,Web,03/19/2015,Closed with monetary relief,Yes,No,1291393
03/19/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,"My husband lost his job in XX/XX/XXXX and was unemployed for almost XXXX months. He has recently started a new job with XXXX and we are getting our finances back on track. However, by the end of XXXX, I struggled to keep up with the payments and my student loans became dangerously past due. On or around XX/XX/XXXX, I arranged a {$250.00} student loan payment on line. I did not realize until it was too late that I had forgotten to change my banking information and the payment was rejected by my bank. ( I have since cleared this up. ) I called AES to discuss further options. On XX/XX/XXXX, I was told by a representative that I qualified for XXXX-day forbearance. When we discussed the unfortunate payment error, she said, "" do n't worry about it ; the forbearance period would cover the non-payment. On XX/XX/XXXX, my credit bureau monitoring service notified me that my credit score had dropped by over XXXX points due to a XXXX-day late payment reported by AES. This was AFTER I was assured that I qualified for the forbearance. 

When I called AES to inquire about this, I was told that credit reporting operated on a separate system and that credit reporting was "" automatic, '' but that he would note the situation in my file. All of the representatives have been very pleasant and helpful. However, as I explained to XXXX of the representatives, I am a consumer. When a representative tells me "" not to worry about a payment issue, '' I listen. My husband and I are XXXX veterans and have to commute 2 hours to work every day. We are responsible and have not missed a student loan payment in several years. We need to buy a home closer to our work. 

The problem is this. The loans with AES are a consolidated debt of XXXX different loans. When the loans were reported to credit bureau as XXXX days late, my credit scores dropped almost XXXX points for EACH LOAN. That 's approximately XXXX points!!! This is neither fair nor accurate. When payments are made, amounts are applied to each individual loan. The way this is set up, even if XXXX of the XXXX loans is late, ALL XXXX report late. No credit report can sustain and instant XXXX point drop in credit score over something this confusing. 

Like I stated earlier, I am a veteran and a responsible citizen. I struggled to pay the loans on time for the entire XXXX months my husband was out of work. It is not fair that I should have to suffer the insult of a XXXX day late payment due to misinformation that I was given. If I am late making payments due to neglect, then I would feel like I have earned this discredit. However, I was acting on information supplied to me by a company representative. I followed their rules. Therefore, I respectfully ask that the XXXX day late be removed from all XXXX credit bureaus so that we can move on with our lives. 
",,AES/PHEAA,GA,300XX,Servicemember,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291407
03/19/2015,Credit card,,Other,,"I applied for a credit card and was accepted from usaa. they sent me a welcomepack and I recived a bill shortly after. I do all my banking online so I tried to pay the bill right away. they told me I could not hat they needed more information so I sent them morewas told that was good and I should get a reply within 2 to 3 business days never did get a reply so I contacted them again. they told me they needed more info so I sent them more and they told me that they would get back to me in 2 to 3 business days they never did. I got another bill in the mail plus emails on my computer called them up and they told me the last info I sent them was n't right so I explained what I sent them and was told that it would work and they would get back a hold of me in 2 to 3 business days and that I would be able to pay the bill at that time i waited to here back from them never did and contacted them again. they told me the info was not good enough and I had to send more information. I at this point told them to forget it and take me out of there system.they toldme okay and I would recive conformation in two to 3 buissness day in I never did after numorous calls and complaints I am still in there system they turned this into the credit agency during this whole process and it shows as a unpaid bill it has lowerd my credit score enough that ino longer qualify for the home loan i was getting I had a XXXX before all this its now down to a XXXX I needed a XXXX and every thing was fine. so I am stuck staying at a friends house because of a card that I never seen had or used and being forced into getting checks to pay them for something I do n't have they said the only way I can pay for this bill for a card I do n't have and never had is to get checks and mail it to them I am totally frustaited with this hole thing 
",Company believes it acted appropriately as authorized by contract or law,USAA Savings,AK,998XX,,Consent provided,Web,03/19/2015,Closed with non-monetary relief,Yes,No,1291408
03/19/2015,Bank account or service,Checking account,"Account opening, closing, or management",,"I signed up for a PNC account on XXXX XXXX 2014. The promotion was for {$200.00} if I had a direct deposit of at least 700 dollars and XXXX bill pays per month. I signed up for the bill pay and the direct deposit. Prior to signing up i called customer service a few time to confirm the promotion. I was told that I should be set up and the promotion should pay in XXXX. I followed up at the begining of this month only to learn from an associate that the account is set up on a promotion to receive a 200 dollar credit for a 2,000 dollar monthly direct deposit. That is not the information that I received on the promotion. Nor is it what i was it the information that I received from the customer service representatives that I talked to. I did everything that was asked of me, and they changed the rules. I spoke to a supervisor and she told me that she cant pull the phone calls because the conversation was too long ago, she asked that I provide the link that I received the promo offer for. Unfortunatly, I no longer have the link ... 5 months later it is hardly likely that I still have the link that I went to to sign up. Its unfair to trick me into getting an account that charges me 15 dollars per month and not receive what was promised to me. I just want the credit that was promised to me. 
",,PNC Bank N.A.,PA,191XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291414
03/19/2015,Credit card,,Identity theft / Fraud / Embezzlement,,"I would like to be credited in full, of all the fraudcharges including, the charges for products andservices, they claimed they offered that I 'm notsure what they are. I did not apply for creditwith this company, or with any one that maybe associated with as a victim of fraud. 
I feel like I 'm being scammed agained. 
for these reason I do n't use credit card norapply for credit.i do n't feel safe. 
",,Capital One,NJ,070XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1292415
03/19/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"My mortgage was bought by Green Tree in XXXX XXXX. My husband lost his job in XXXX XXXX and we got behind. We tried to work arrangements out with Green Tree. They are refusing my payment unless I bring it current. They are calling several times a day and faxing over personal info and payment history to my work fax and my co workers seen it. I paid a XXXX payment in XXXX $ 4200- because of there threats of taking my home. I paid another XXXX in XXXX and called another payment in for XXXX in XXXX. I was told I am still XXXX payment behind and needed to pay {$4200.00} for XXXX not XXXX and that would bring me current. I explained to them I do not have it. I then received another call a few minutes later from another account Rep - who handles my Account - I was threatened they would void my payment for that day and it would put me 60 days past due. I asked again to speak with a manager - who then gets on the phone and says they will look in to it. I called back the next day and asked if my payment had been voided, I was told no. I pulled my bank statement up and see they reversed it back into my bank account. How can they refuse a payment after excepting it. The tactics they use are not right for those who are trying to keep our homes. They are purposely refusing PAYMENT to damage my credit and make me loose my home. What can I do?? They told me to file foreclosure. I can not believe they would want to push a customer into foreclosure over being XXXX payment past due. I am trying to keep my home and have always paid on time until my husband lost his job. I have proof of them excepting the payment then voiding it. I believe they are playing games, I have talked to several people who claim to be managers who say they will look into it with no follow up. 
",,Ditech Financial LLC,FL,327XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291420
03/19/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I have sent a letter to them regarding the matter. However, no one sent a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" AFS Acceptance, LLC. '' on XX/XX/2014 via USPS certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
",,"AFS Acceptance, LLC",MD,207XX,Servicemember,Consent provided,Web,04-03-2015,Closed with explanation,Yes,No,1292226
03/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"I have paid all copays and just rec 'd a bill from a collection agency. I have never rec 'd anything in the mail before on this. I called the Dr offfice and they say it was because visits that are being billed didnt have a referral but I always had a referral and if they told me that I would have gotten XXXX. I have attached proof that my primary care physician did send referrals. I feel as though this is some sort of way for them to bill people almost 5 years later knowing they will pay or it will kill their credit. I am in the XXXX and will be forced to pay something that is not accurate almost 5 years after the services. 
",Company believes it acted appropriately as authorized by contract or law,"Capital Accounts, LLC",MA,027XX,,Consent provided,Web,03/25/2015,Closed with explanation,No,No,1291437
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"TOO BIG TO FAIL AND CARE We are in our XXXX, after our last child went off to college in XX/XX/XXXX, we decided to downside and move into a smaller place. In XX/XX/XXXX, we paid down on our dream home. This is an XXXX and half bedroom condo in the heart of XXXX -- - ( no car needed ) XX/XX/XXXX, we were informed that BOA had sold their XXXX units to XXXX XXXX, an out of state acquisition company. A meeting was held on XX/XX/XXXX, by the new purchasers. At this meeting, we the few owners were informed that because they ( new owners ) were the majority stakeholders, they could do away with the condo Bylaws. Thus the Bylaws were amended and the new board appointed. 
We were told the following : Sell our units to the new owners at the same price which was given to them by BOA Continue to live in our unit -- -knowing that the building will no longer abide by the condo Bylaws, but instead will be operated and managed as an apartment complex. 
We were also informed that we will never be able to sell our unit on the open market because of the rental average of the building. 
Our condo was purchased in good faith. We 'd everything that was right under the law. The present situation we are in is no fault of ours. The housing market tanked, and BOA did what was best for them -- -sold their units to the highest bidder -- - NOT CARING ABOUT HOW THEIR DECISION WOULD AFFECT THEIR HONEST CUSTOMERS THAT PURCHASED AND HAVE MORTGAGES WITH THEM. -- -- TOO BIG TO CARE. The investors on the other hand needed to realize a profit quickly changed the Bylaws to protect their investment. Who cares about ordinary Americans like us no one? We are the casualty of the housing bubble. We could have walked away them this situation like many other American, but we did n't because we are honest FOOLS. 
",Company chooses not to provide a public response,Bank of America,GA,300XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1292055
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I live in California, my former mortgage holder, XXXX, went bankrupt and sold our loan to Green Tree. Prior to the sell, I had never heard of this company. As a result of the sell Green Tree opened an escrow account, to pay property taxes and insurance, I never had a escrow account before and do not believe the State of California requires lenders to maintain an escrow account. My mortgage is a fixed rate 30+ year mortgage and the monthly mortgage payment is {$1200.00} and I pay $ XXXX monthly to cover the escrow payment for property taxes and insurance. According to my monthly statement from Green Tree, my regular monthly payment is {$1500.00} so I pay roughly {$11.00} per month more than is required which I acknowledge was no designated to be applied to the escrow account until I recently made my XXXX payment. Despite my attempts to comply with the terms of this loan, every year since Green Tree has held our mortgage we get a bill for XXXX of dollars, this year it was {$800.00}, supposedly because of escrow shortages. Every year it 's a different amount, but the escrow shortages are always for XXXX of dollars and the amount of insurance and property taxes we pay annually does not increase that much to justify these increases of XXXX of dollars each year. Green Tree provides this annual escrow account disclosure statement with this convoluted calculation to justify these increases ( copy attached ). This year XXXX days prior to receiving the annual escrow account disclosure statement we received a letter from Green Tree stating that our account was current ( copy attached ). Each year I contact Green Tree to get someone to explain these calculations and I have yet to understand the justification or the explanation. If you do n't pay the amount of the shortage Green Tree threatens to increase the amount of your regular monthly payment to cover the shortage. I find it hard to believe it is legal for a mortgage company to charge a borrower XXXX of dollars more per year to maintain an escrow account if it 's cheaper for the borrower to pay their own property taxes and insurance. If the borrower 's property taxes and insurance are not delinquent, then a borrower should be able to opt out of such a onerous escrow arrangement. If Green Tree is able to charge people XXXX of dollars more each year for these "" supposed escrow shortages '' it 's no wonder they require borrowers to have an escrow account. We should be able to pay our own property taxes and insurance to avoid the financial hardship that Green Tree is creating. We are currently stuck with this mortgage company, but at the first opportunity we will make every effort to change lenders. But I do n't believe we should be penalized because we are stuck with this company. A company we did not voluntarily enter into a contract with. It should not be legal for a mortgage company to require consumers to have an escrow account that costs them hundreds of dollars more per year than it would cost if that consumer paid their own property taxes and insurance. I do n't know if this practice is legal but it should n't be and it definitely needs to be investigated. 
",,Ditech Financial LLC,CA,945XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1291489
